Respondent_ID,Citizenship,Gender,Study_Country,Institution_Public,Student_Status,Study_Level,Field_of_Study,Learning_Method,Job_Confidence
13152,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13153,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13157,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13164,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13171,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13179,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13180,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13183,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
13186,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
13196,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
13198,Mexico,Female,Mexico,No,Part-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Slightly confident
13200,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
13201,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
13202,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
13204,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13206,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
13207,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
13208,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Extremely confident
13209,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
13210,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13211,Mexico,Prefer not to say,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Not at all confident
13212,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13213,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Very confident
13214,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13216,Mexico,Female,Mexico,N/A,N/A,N/A,N/A,N/A,N/A
13218,Mexico,Prefer not to say,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13219,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13220,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13221,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13222,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
13223,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Moderately confident
13224,Mexico,Female,Mexico,No,Part-time,Postgraduate (Master's),Applied Sciences,Online,Moderately confident
13225,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13227,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13228,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13230,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
13234,Mexico,Male,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13235,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
13237,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
13239,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13241,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
13242,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
13243,Mexico,Female,Mexico,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
13245,Mexico,Male,Mexico,Yes,Full-time,Doctoral degree,Applied Sciences,Traditional (Classroom),Not at all confident
13246,Mexico,Female,Mexico,Yes,Full-time,Postgraduate (Master's),Natural and Life Sciences,Traditional (Classroom),Very confident
13247,Mexico,Female,Mexico,Yes,Full-time,Doctoral degree,Applied Sciences,Traditional (Classroom),Slightly confident
13248,Mexico,Female,Mexico,Yes,Full-time,Doctoral degree,Natural and Life Sciences,Traditional (Classroom),Extremely confident
13250,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
13251,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Blended (Hybrid),Moderately confident
13252,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13253,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13255,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13257,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Very confident
13260,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13261,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13264,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Not at all confident
13265,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Moderately confident
13266,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Slightly confident
13267,Mexico,Female,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13268,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Slightly confident
13269,Mexico,Male,Mexico,Yes,Full-time,Undergraduate (Bachelor's),Arts and Humanities,Traditional (Classroom),Moderately confident
13273,Mexico,Male,Other:,Yes,Part-time,Undergraduate (Bachelor's),Social Sciences,Online,Not at all confident
13274,Mexico,Female,Spain,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Online,Moderately confident
13275,Mexico,Male,Spain,Yes,Part-time,Undergraduate (Bachelor's),Social Sciences,Online,Not at all confident
13276,Mexico,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Slightly confident
13278,Mexico,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Not at all confident
13280,Mexico,Female,Spain,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
13281,Mexico,Female,United Kingdom,No,Part-time,Undergraduate (Bachelor's),Social Sciences,Online,Moderately confident
13282,Mexico,Male,United Kingdom,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Extremely confident
13286,Mexico,Male,N/A,Yes,Part-time,Undergraduate (Bachelor's),Social Sciences,Online,Moderately confident
13287,Mexico,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13289,Moldova,Male,Italy,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13290,Moldova,Female,Italy,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Not at all confident
13294,Moldova,Female,Romania,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
13296,Moldova,Female,Romania,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Very confident
13298,Mongolia,Female,Japan,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
13299,Mongolia,Male,Japan,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Blended (Hybrid),Very confident
13300,Mongolia,Female,Japan,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
13302,Montenegro,Male,Slovenia,Yes,Full-time,Postgraduate (Master's),Applied Sciences,Traditional (Classroom),Very confident
13303,Montenegro,Male,Slovenia,Yes,Full-time,Postgraduate (Master's),Social Sciences,Online,Slightly confident
13304,Morocco,Female,Cyprus,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13305,Morocco,Female,Cyprus,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13306,Morocco,Female,Morocco,No,Part-time,Postgraduate (Master's),Natural and Life Sciences,Blended (Hybrid),Extremely confident
13307,Morocco,Male,Spain,Yes,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Very confident
13308,Morocco,Male,Spain,No,Full-time,Postgraduate (Master's),Social Sciences,Blended (Hybrid),Very confident
13309,Morocco,Female,Spain,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Slightly confident
13310,Morocco,Female,Spain,Yes,Part-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
13311,Morocco,Female,Spain,Yes,Part-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
13312,Morocco,Male,Spain,No,Full-time,Doctoral degree,Social Sciences,Blended (Hybrid),Slightly confident
13313,Morocco,Female,Spain,No,Full-time,Postgraduate (Master's),Applied Sciences,Blended (Hybrid),Very confident
13314,Morocco,Male,Spain,No,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Moderately confident
13315,Morocco,Female,Tunisia,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Very confident
13316,Morocco,Female,Tunisia,Yes,Full-time,Postgraduate (Master's),Applied Sciences,Blended (Hybrid),Very confident
13318,Mozambique,Female,Mozambique,Yes,Full-time,Postgraduate (Master's),Applied Sciences,Blended (Hybrid),Very confident
13322,Mozambique,Male,Mozambique,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Extremely confident
13328,Mozambique,Male,Mozambique,Yes,Full-time,Doctoral degree,Applied Sciences,Blended (Hybrid),Extremely confident
13330,Mozambique,Other,Mozambique,Yes,Full-time,Doctoral degree,Applied Sciences,Traditional (Classroom),Very confident
13331,Mozambique,Female,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Very confident
13332,Mozambique,Male,Mozambique,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13336,Mozambique,Male,Mozambique,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13337,Mozambique,Male,Mozambique,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Slightly confident
13338,Mozambique,Male,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13339,Mozambique,Male,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13340,Mozambique,Male,Mozambique,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Not at all confident
13341,Mozambique,Male,Mozambique,No,Part-time,Postgraduate (Master's),Applied Sciences,Traditional (Classroom),Very confident
13342,Mozambique,Male,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13343,Mozambique,Male,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13345,Mozambique,Male,Mozambique,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13346,Mozambique,Female,Mozambique,No,Part-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Extremely confident
13347,Mozambique,Female,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Extremely confident
13348,Mozambique,Prefer not to say,Mozambique,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13349,Mozambique,Female,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Slightly confident
13351,Mozambique,Male,Mozambique,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13353,Mozambique,Male,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13354,Mozambique,Male,Mozambique,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
13355,Mozambique,Female,Mozambique,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Moderately confident
13356,Mozambique,Female,Mozambique,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Very confident
13357,Mozambique,Male,Mozambique,No,Full-time,Undergraduate (Bachelor's),N/A,Traditional (Classroom),Extremely confident
13358,Mozambique,Male,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Online,Not at all confident
13359,Mozambique,Female,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
13360,Mozambique,Female,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13361,Mozambique,Male,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
13363,Mozambique,Female,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Moderately confident
13364,Mozambique,Male,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Traditional (Classroom),Slightly confident
13365,Mozambique,Female,Mozambique,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Blended (Hybrid),Very confident
13366,Mozambique,Male,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Extremely confident
13367,Mozambique,Female,Mozambique,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13370,Mozambique,Male,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
13371,Mozambique,Male,Mozambique,Yes,Full-time,Undergraduate (Bachelor's),Social Sciences,Traditional (Classroom),Extremely confident
13372,Mozambique,Female,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Slightly confident
13373,Mozambique,Female,Mozambique,No,Part-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13374,Mozambique,Female,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
13375,Mozambique,Male,Mozambique,No,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Very confident
13376,Mozambique,Female,Mozambique,No,Full-time,Undergraduate (Bachelor's),Natural and Life Sciences,Traditional (Classroom),Very confident
13377,Mozambique,Female,Mozambique,Yes,Full-time,Undergraduate (Bachelor's),Applied Sciences,Blended (Hybrid),Moderately confident
